area_type,availability,location,total_sqft,bath,price,bedrooms
Super built-up  Area,18-Aug,6th Phase JP Nagar,1250.0,3.0,48.9,3
Super built-up  Area,19-Dec,Whitefield,524.0,1.0,29.0,1
Built-up  Area,Ready To Move,HSR Layout,4200.0,5.0,245.0,5
Super built-up  Area,Ready To Move,Thubarahalli,1540.0,3.0,90.0,3
Super built-up  Area,19-Nov,Sarjapur  Road,984.0,2.0,45.91,2
Super built-up  Area,20-Nov,Rachenahalli,985.0,2.0,50.17,2
Built-up  Area,18-Jun,Whitefield,2830.0,4.0,161.0,4
Super built-up  Area,Ready To Move,Byrasandra,1140.0,2.0,60.0,2
Built-up  Area,Ready To Move,5th Block Hbr Layout,3600.0,5.0,130.0,5
Super built-up  Area,Ready To Move,Begur Road,1410.0,2.0,44.42,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
Super built-up  Area,19-Dec,Devanahalli,1360.0,2.0,62.425,2
Plot  Area,Ready To Move,Electronic City,1800.0,3.0,700.0,4
Super built-up  Area,18-Apr,Dasarahalli,1333.0,2.0,86.65,2
Super built-up  Area,Ready To Move,Electronic City,1258.0,2.0,85.5,2
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1458.0,2.0,87.0,3
Built-up  Area,Ready To Move,Electronic City,1386.0,2.0,85.0,2
Built-up  Area,18-Aug,Electronic City Phase II,1140.0,2.0,32.92,2
Built-up  Area,Ready To Move, Electronic City,550.0,1.0,27.0,1
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1200.0,2.0,83.0,2
Super built-up  Area,Ready To Move,Belathur,1081.0,2.0,39.0,2
Super built-up  Area,Ready To Move,Whitefield,2135.0,3.0,149.0,4
Built-up  Area,18-Aug,Whitefield,2500.0,4.0,100.0,4
Super built-up  Area,Ready To Move,Pampa Extension,1178.0,2.0,80.0,2
Super built-up  Area,Ready To Move, Devarachikkanahalli,991.0,2.0,40.0,2
Super built-up  Area,Ready To Move,Gottigere,1493.0,2.0,90.0,3
Super built-up  Area,Ready To Move,Subramanyapura,2495.0,3.0,130.0,3
Super built-up  Area,Ready To Move,Kammasandra,1080.0,2.0,31.99,2
Super built-up  Area,Ready To Move,Dasanapura,814.0,2.0,53.0,2
Super built-up  Area,Ready To Move,Electronic City,1025.0,2.0,50.0,2
Super built-up  Area,21-Dec,Bannerghatta Road,1115.0,2.0,61.0,2
Super built-up  Area,Ready To Move,Whitefield,3075.0,2.0,188.0,4
Plot  Area,Ready To Move,RMC YARD,1900.0,3.0,162.0,7
Super built-up  Area,Ready To Move,Whitefield,1760.0,3.0,160.0,3
Super built-up  Area,Ready To Move,Attur Layout,4000.0,8.0,150.0,7
Built-up  Area,Ready To Move,Marathahalli,3090.0,4.0,350.0,4
Built-up  Area,Ready To Move,Varsova Layout,2700.0,4.0,295.0,4
Super built-up  Area,Ready To Move,Hanumanth Nagar,1175.0,2.0,52.86,2
Super built-up  Area,20-Dec,Hebbal,4235.0,5.0,364.0,4
Super built-up  Area,Ready To Move,KR Puram,1100.0,2.0,45.0,2
Plot  Area,Ready To Move,Banashankari Stage VI,1200.0,7.0,175.0,8
Super built-up  Area,Ready To Move,Banashankari,1450.0,2.0,50.75,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1810.0,3.0,131.0,3
Super built-up  Area,Ready To Move,Gunjur Palya,1426.0,2.0,71.0,3
Built-up  Area,Ready To Move,Sector 7 HSR Layout,2400.0,2.0,195.0,3
Built-up  Area,Ready To Move,Kalyan nagar,1100.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Electronic City Phase II,650.0,1.0,35.0,1
Super built-up  Area,20-Dec,Old Madras Road,1350.0,3.0,47.25,3
Super built-up  Area,18-Dec,Kaikondrahalli,900.0,2.0,27.0,2
Super built-up  Area,Ready To Move,Billekahalli,1360.0,2.0,110.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,674.0,1.0,36.85,1
Super built-up  Area,18-Jul,Whitefield,1655.0,3.0,110.0,3
Plot  Area,Ready To Move,Cholanayakanahalli,1300.0,2.0,95.0,2
Built-up  Area,19-Mar,"Panathur Road, ",936.0,1.0,53.0,1
Super built-up  Area,Ready To Move,Kaverappa Layout,1277.0,2.0,92.0,2
Super built-up  Area,Ready To Move,Gkvk Layout,1200.0,2.0,54.0,2
Super built-up  Area,Ready To Move,Hormavu,1015.0,2.0,39.08,2
Super built-up  Area,Ready To Move,Budigere,1153.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Kengeri,1035.0,2.0,51.5,2
Built-up  Area,Ready To Move,KR Puram,3300.0,3.0,255.0,5
Super built-up  Area,Ready To Move,Uttarahalli,1150.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Malleshwaram,1020.0,2.0,80.0,2
Super built-up  Area,18-Jun,Old Madras Road,3715.0,6.0,212.5,4
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1160.0,2.0,95.0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,31.0,3
Built-up  Area,Ready To Move,Brookefield,1225.0,2.0,72.0,2
Plot  Area,Ready To Move,Benson Town,5000.0,5.0,950.0,4
Plot  Area,Ready To Move,Vivek Nagar,1600.0,2.0,160.0,2
Plot  Area,Ready To Move,Malleshwaram,600.0,1.0,90.0,2
Built-up  Area,Ready To Move,Nagappa Reddy Layout,1350.0,3.0,60.0,3
Super built-up  Area,21-Oct,Kanakpura Road,1300.0,3.0,69.0,3
Super built-up  Area,18-Dec,Channasandra,830.0,2.0,36.28,2
Super built-up  Area,Ready To Move,Hennur Road,1155.0,2.0,69.18,2
Super built-up  Area,Ready To Move,Sarakki Nagar,3126.0,5.0,345.0,4
Super built-up  Area,Ready To Move,Jalahalli,905.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Vijayanagar,1375.0,2.0,75.0,3
Super built-up  Area,18-Apr,Electronic City,1140.0,2.0,33.84,2
Super built-up  Area,Ready To Move,Hormavu,1550.0,2.0,60.0,3
Super built-up  Area,Ready To Move,Kannamangala,957.0,2.0,55.0,2
Built-up  Area,Ready To Move,9th Phase JP Nagar,890.0,2.0,45.0,2
Super built-up  Area,Ready To Move,KR Puram,3000.0,4.0,235.0,4
Super built-up  Area,Ready To Move,Electronic City,1070.0,2.0,55.0,2
Plot  Area,Ready To Move,Bendiganahalli,2400.0,5.0,150.0,5
Plot  Area,Ready To Move,Domlur Layout,2400.0,4.0,595.0,4
Super built-up  Area,Ready To Move,Rachenahalli,925.0,2.0,37.0,2
Built-up  Area,Ready To Move,Kammasandra,1415.0,2.0,60.0,2
Plot  Area,Ready To Move,Mylasandra,500.0,2.0,80.0,1
Super built-up  Area,Ready To Move,Thanisandra,1225.0,2.0,37.0,2
Built-up  Area,Ready To Move,Hennur Road,2000.0,4.0,90.0,4
Super built-up  Area,19-Dec,Whitefield,840.0,1.0,57.0,1
Plot  Area,Ready To Move,Banashankari Stage III,1560.0,9.0,200.0,9
Super built-up  Area,18-Dec,Thanisandra,1732.0,3.0,112.0,3
Plot  Area,Ready To Move,Parappana Agrahara,1200.0,1.0,45.0,1
Super built-up  Area,Ready To Move,Bhoganhalli,1260.0,2.0,69.9,2
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,1092.0,2.0,49.0,2
Super built-up  Area,Ready To Move,Kachanayakanahalli,827.0,2.0,34.0,2
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1357.0,2.0,54.0,2
Super built-up  Area,Ready To Move,Chamrajpet,650.0,1.0,40.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1370.0,2.0,54.79,3
Super built-up  Area,Ready To Move,Whitefield,1725.0,3.0,106.0,3
Built-up  Area,Ready To Move,Jalahalli,1000.0,2.0,70.0,2
Plot  Area,Ready To Move,TC Palaya,1350.0,1.0,55.0,1
Plot  Area,Ready To Move,7th Phase JP Nagar,3200.0,4.0,350.0,4
Super built-up  Area,Ready To Move,Bellandur,1717.0,3.0,110.0,3
Super built-up  Area,21-Dec,Kanakpura Road,700.0,2.0,34.0,2
Super built-up  Area,Ready To Move,Shanthi Pura,800.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,2367.0,4.0,340.0,3
Super built-up  Area,Ready To Move,Sonnenahalli,1415.0,2.0,65.0,3
Super built-up  Area,19-Dec,7th Phase JP Nagar,1976.0,3.0,145.0,3
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,37.01,2
Super built-up  Area,Ready To Move,Yelahanka,700.0,1.0,38.0,1
Super built-up  Area,Ready To Move,Sarjapur,1445.0,3.0,50.0,3
Super built-up  Area,19-Dec,Battarahalli,2082.0,3.0,104.0,3
Super built-up  Area,Ready To Move,HSR Layout,1140.0,2.0,46.0,2
Super built-up  Area,Ready To Move,Thanisandra,933.0,2.0,66.0,2
Plot  Area,Ready To Move,NRI Layout,800.0,5.0,95.5,4
Built-up  Area,Ready To Move,Electronic City Phase II,1155.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Whitefield,1130.0,2.0,36.0,2
Super built-up  Area,Ready To Move,Bannerghatta,1200.0,2.0,73.2,2
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,1055.0,2.0,43.0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,1555.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Bellandur,1420.0,3.0,62.0,3
Super built-up  Area,20-Apr,Viviani Road,2214.0,3.0,350.0,3
Super built-up  Area,18-Apr,Devanahalli,658.0,1.0,26.91,1
Carpet  Area,18-Dec,Bhoganhalli,896.9,2.0,78.74,2
Plot  Area,Ready To Move,Giri Nagar,4000.0,3.0,750.0,4
Built-up  Area,Ready To Move,KR Puram,1035.0,2.0,40.0,2
Plot  Area,Ready To Move,Whitefield,2064.0,5.0,225.0,4
Super built-up  Area,Ready To Move,Keshava Nagar,1839.0,3.0,160.0,3
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,44.0,2
Built-up  Area,Ready To Move,Yelahanka New Town,488.0,1.0,20.0,1
Built-up  Area,Ready To Move,Banashankari Stage II,1200.0,2.0,198.0,3
Built-up  Area,Ready To Move,Sampangirama Nagar,2760.0,5.0,140.0,5
Super built-up  Area,Ready To Move,Gunjur Palya,993.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Hoodi,1225.0,2.0,45.0,2
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,55.0,2
Plot  Area,18-Feb,Electronic City,1200.0,13.0,150.0,9
Built-up  Area,Ready To Move,Sompura,825.0,2.0,32.0,2
Super built-up  Area,Ready To Move,Bellandur,3596.0,4.0,359.0,4
Plot  Area,Ready To Move,Hosahalli Extension,1350.0,4.0,203.0,6
Super built-up  Area,Ready To Move,Electronic City Phase II,1800.0,3.0,92.0,3
Super built-up  Area,Ready To Move,Shankarapuram,925.0,2.0,100.0,2
Super built-up  Area,21-Mar,Kanakpura Road,1167.0,2.0,63.0,2
Super built-up  Area,Ready To Move,Sarjapur,1150.0,2.0,41.0,2
Super built-up  Area,18-Aug,Byatarayanapura,650.0,1.0,50.0,1
Built-up  Area,Ready To Move,Sarjapur  Road,675.0,1.0,27.0,1
Plot  Area,Ready To Move,Doctor Layout Rayasandra,2260.0,3.0,90.0,2
Super built-up  Area,18-Apr,Anwar Layout,720.0,1.0,32.39,1
Plot  Area,Ready To Move,Whitefield,4800.0,4.0,600.0,3
Super built-up  Area,Ready To Move,Yelahanka New Town,1100.0,2.0,58.0,2
Super built-up  Area,Ready To Move,Pillanna Gardens,550.0,1.0,20.0,2
Super built-up  Area,Ready To Move,Uttarahalli,1330.0,2.0,58.0,3
Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,160.0,2
Super built-up  Area,Ready To Move,Ulsoor,1685.0,4.0,185.0,3
Super built-up  Area,Ready To Move,Ullal Uppanagar,2400.0,5.0,75.0,6
Super built-up  Area,18-Apr,Banashankari,1770.0,3.0,108.0,3
Super built-up  Area,Ready To Move,Prithvi Layout,2100.0,3.0,125.0,3
Super built-up  Area,Ready To Move,Pai Layout,1000.0,2.0,42.0,2
Plot  Area,Ready To Move,Banashankari Stage VI,600.0,5.0,105.0,4
Plot  Area,Ready To Move,Ramamurthy Nagar,2916.0,5.0,230.0,4
Super built-up  Area,Ready To Move,Kanakpura Road,1419.59,2.0,65.0,3
Super built-up  Area,Ready To Move,Kodihalli,1400.0,3.0,81.0,3
Built-up  Area,Ready To Move,Horamavu Agara,750.0,2.0,37.49,2
Super built-up  Area,Ready To Move,Bannerghatta,1070.0,2.0,87.0,2
Super built-up  Area,18-Dec,Kannamangala,1536.0,3.0,107.0,3
Built-up  Area,Ready To Move,Koramangala,1710.0,3.0,210.0,3
Carpet  Area,Ready To Move,JP Nagar,2400.0,3.0,196.0,3
Super built-up  Area,18-Apr,Electronic City,1342.0,2.0,72.0,2
Super built-up  Area,Ready To Move,Chandra Layout,1600.0,3.0,130.0,3
Super built-up  Area,19-Dec,Kanakapura,938.0,1.0,50.0,1
Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,99.0,3
Super built-up  Area,Ready To Move,Bhoganhalli,2439.0,4.0,170.0,4
Super built-up  Area,Ready To Move,Kanakpura Road,1665.0,3.0,78.0,3
Super built-up  Area,Ready To Move,Basavangudi,1850.0,3.0,150.0,3
Built-up  Area,Ready To Move,Bommanahalli,1091.0,2.0,40.0,2
Super built-up  Area,18-Apr,Sarjapur  Road,1346.0,2.0,74.03,2
Super built-up  Area,Ready To Move,Rajaji Nagar,1720.0,3.0,224.0,3
Built-up  Area,Ready To Move,Brookefield,3675.0,4.0,176.0,4
Super built-up  Area,18-Jun,JP Nagar,1060.0,2.0,33.95,2
Built-up  Area,18-Dec,Whitefield,1059.0,2.0,57.0,2
Super built-up  Area,Ready To Move,Hebbal,1299.0,2.0,97.0,2
Super built-up  Area,Ready To Move,Yelahanka,1491.0,3.0,85.0,3
Built-up  Area,Ready To Move,Basaveshwara Nagar,1200.0,2.0,85.0,2
Built-up  Area,Ready To Move,Yelahanka,2088.0,5.0,110.0,4
Super built-up  Area,Ready To Move,Hulimavu,581.0,1.0,29.0,1
Super built-up  Area,Ready To Move, Devarabeesana Halli,1296.0,2.0,70.0,2
Super built-up  Area,Ready To Move,Doctors Layout,1125.0,2.0,55.0,2
Built-up  Area,Ready To Move,Electronic City,1275.0,3.0,70.0,3
Super built-up  Area,Ready To Move,Kothanur,1095.0,2.0,55.0,2
Plot  Area,Ready To Move,Sarjapur  Road,10000.0,4.0,975.0,5
Super built-up  Area,Ready To Move,Old Madras Road,1330.0,2.0,74.0,2
Super built-up  Area,Ready To Move,Marathahalli,1135.0,2.0,60.0,2
Super built-up  Area,Ready To Move,Whitefield,516.0,1.0,39.0,1
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,1194.0,2.0,51.0,2
Plot  Area,Ready To Move,Banaswadi,2250.0,5.0,240.0,5
Super built-up  Area,Ready To Move,Electronic City,770.0,1.0,38.0,2
Super built-up  Area,Ready To Move,Sarjapur  Road,3930.0,5.0,330.0,4
Super built-up  Area,18-May,Chikkalasandra,1355.0,3.0,54.2,3
Built-up  Area,Ready To Move,Abbigere,3000.0,8.0,150.0,8
Built-up  Area,Ready To Move,Harlur,2569.0,4.0,175.0,4
Built-up  Area,Ready To Move,Hebbal,3758.0,4.0,450.0,4
Super built-up  Area,Ready To Move,Whitefield,1116.0,2.0,51.91,2
Super built-up  Area,Ready To Move,Bhoganhalli,1707.0,3.0,115.0,3
Plot  Area,18-Apr,AECS LAYOUT A-BLOCK Singasandra,1200.0,5.0,225.0,5
Super built-up  Area,Ready To Move,Sultan Palaya,1070.0,2.0,49.0,2
Built-up  Area,Ready To Move,Whitefield,6000.0,4.0,410.0,4
Super built-up  Area,18-Apr,Tumkur Road,1240.0,2.0,83.0,3
Super built-up  Area,19-Dec,JP Nagar,1300.0,2.0,91.65,2
Super built-up  Area,Ready To Move,Ambalipura,1700.0,2.0,76.0,2
Super built-up  Area,Ready To Move,Yeshwanthpur,1383.0,2.0,76.18,3
Built-up  Area,Ready To Move,Banashankari Stage I,3000.0,4.0,170.0,5
Built-up  Area,18-Dec,Electronic City,1200.0,2.0,34.65,2
Super built-up  Area,Ready To Move,Hulimavu,935.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,151.0,3
Built-up  Area,Ready To Move,Ramanjaneyanagar,2200.0,3.0,225.0,4
Super built-up  Area,Ready To Move,Jalahalli,615.0,1.0,46.0,1
Super built-up  Area,Ready To Move,KR Puram,1116.0,2.0,45.0,2
Super built-up  Area,18-Dec,Whitefield,1639.0,3.0,107.0,3
Super built-up  Area,Ready To Move,Marathahalli,1839.0,3.0,130.0,3
Super built-up  Area,Ready To Move,Byatarayanapura,1300.0,2.0,63.0,2
Super built-up  Area,Ready To Move,Horamavu Agara,625.0,1.0,27.0,1
Super built-up  Area,18-May,Thanisandra,933.0,1.0,61.0,1
Super built-up  Area,Ready To Move,Hosur Road,2289.0,3.0,180.0,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,2316.0,3.0,125.0,3
Super built-up  Area,18-May,Electronic City,1005.0,2.0,39.77,2
Built-up  Area,Ready To Move,Horamavu Agara,1080.0,2.0,38.0,2
Plot  Area,Ready To Move,Munnekollal,1200.0,5.0,185.0,7
Super built-up  Area,Ready To Move,Vishwapriya Layout,910.0,2.0,36.0,2
Plot  Area,Ready To Move,Hormavu,1200.0,2.0,73.0,2
Super built-up  Area,Ready To Move,Electronic City,1110.0,2.0,39.9,2
Super built-up  Area,Ready To Move,Kothanur,1142.0,2.0,56.0,2
Carpet  Area,Ready To Move,2nd Stage Nagarbhavi,4000.0,4.0,240.0,5
Plot  Area,18-Mar,Hormavu,1800.0,3.0,204.0,3
Super built-up  Area,Ready To Move,AECS Layout,1005.0,2.0,55.0,2
Built-up  Area,18-Apr,3rd Block Banashankari,1626.6,3.0,133.0,3
Super built-up  Area,Ready To Move,Kothanur,1074.0,2.0,54.0,2
Carpet  Area,Ready To Move,Basavangudi,1230.0,2.0,80.0,2
Super built-up  Area,Ready To Move,Electronic City,660.0,1.0,23.0,2
Built-up  Area,Ready To Move,Coconut Grove Layout,1007.0,2.0,48.0,2
Plot  Area,Ready To Move,2nd Block Hrbr Layout,1050.0,6.0,74.0,4
Built-up  Area,20-Dec,Whitefield,1820.0,3.0,113.0,3
Super built-up  Area,Ready To Move,Basapura,1100.0,2.0,60.0,2
Plot  Area,Ready To Move,Anjappa Layout,1348.0,2.0,100.0,2
Super built-up  Area,Ready To Move,Kasavanhalli,1230.0,2.0,66.25,2
Super built-up  Area,18-May,Horamavu Agara,1176.0,2.0,37.62,3
Super built-up  Area,Ready To Move,Uttarahalli,1590.0,3.0,57.0,3
Built-up  Area,Ready To Move,Frazer Town,1200.0,2.0,78.0,2
Built-up  Area,18-Jun,"Off Sarjapur Road, ",1298.0,2.0,65.0,2
Super built-up  Area,18-Jul,Hosa Road,1161.0,2.0,55.15,2
Plot  Area,Ready To Move,Himagiri Meadows,1350.0,4.0,175.0,4
Plot  Area,Ready To Move,4th Block HBR Layout,1200.0,5.0,138.0,5
Super built-up  Area,Ready To Move,Kothanur,1285.0,2.0,60.0,2
Super built-up  Area,17-Jun,Electronic City,1644.0,3.0,92.59,3
Super built-up  Area,Ready To Move,Kasavanhalli,1819.0,3.0,150.0,3
Super built-up  Area,Ready To Move,1st Phase JP Nagar,1205.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Basavangudi,2350.0,3.0,300.0,3
Super built-up  Area,Ready To Move,Uttarahalli,1050.0,2.0,42.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
Super built-up  Area,18-Jun,9th Phase JP Nagar,1240.0,2.0,39.89,3
Super built-up  Area,Ready To Move,Jigani,1221.0,3.0,70.0,3
Built-up  Area,Ready To Move,Hoysalanagar,840.0,2.0,35.0,3
Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,63.0,2
Super built-up  Area,Ready To Move,Thigalarapalya,4303.0,5.0,300.0,4
Super built-up  Area,Ready To Move,Haralur Road,1315.0,2.0,85.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
Super built-up  Area,Ready To Move,Bisuvanahalli,850.0,2.0,27.0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1600.0,2.0,110.0,3
Built-up  Area,Ready To Move,Electronic City,1250.0,2.0,62.0,2
Super built-up  Area,Ready To Move,Motappa Layout,1312.0,2.0,56.5,3
Super built-up  Area,Ready To Move,Kadugodi,3000.0,4.0,134.0,4
Built-up  Area,Ready To Move,Electronic City Phase II,1300.0,2.0,28.0,2
Built-up  Area,Ready To Move,Whitefield,1990.0,3.0,98.0,3
Super built-up  Area,Ready To Move,Medahalli,760.0,2.0,38.5,2
Plot  Area,Ready To Move,Ambedkar Nagar,5000.0,4.0,536.0,4
Super built-up  Area,Ready To Move,Kadugodi,1614.0,2.0,59.0,3
Plot  Area,Ready To Move,Judicial Layout,1500.0,3.0,162.0,4
Super built-up  Area,Ready To Move,Basava Nagar,1182.0,2.0,60.1,3
Super built-up  Area,Ready To Move,Avalahalli,1053.0,2.0,46.29,2
Built-up  Area,Ready To Move,6th Phase JP Nagar,750.0,1.0,105.0,1
Super built-up  Area,Ready To Move,Gubbalala,2000.0,3.0,125.0,3
Built-up  Area,18-May,Electronic City Phase II,1940.0,4.0,116.0,3
Super built-up  Area,18-Dec,Hennur Road,1590.0,3.0,105.0,3
Super built-up  Area,18-Oct,Chennammana Kere,1035.0,2.0,52.79,2
Super built-up  Area,Ready To Move,Kothanur,1075.0,2.0,53.0,2
Plot  Area,Ready To Move,TC Palaya,900.0,2.0,55.0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
Plot  Area,Ready To Move,Prashanth Nagar,1200.0,5.0,260.0,6
Super built-up  Area,Ready To Move,Thanisandra,1702.0,3.0,107.0,3
Super built-up  Area,Ready To Move,Bisuvanahalli,1080.0,2.0,65.0,3
Built-up  Area,Ready To Move,Kasavanhalli,1189.0,2.0,45.0,2
Super built-up  Area,Ready To Move,Tumkur Road,1035.0,2.0,39.0,2
Super built-up  Area,18-Aug,Hennur Road,1200.0,2.0,36.0,2
Plot  Area,Ready To Move,Mahalakshmi Layout,4482.0,6.0,852.0,8
Plot  Area,Ready To Move,Michael Palaya,1200.0,3.0,200.0,3
Super built-up  Area,20-Oct,Kanakpura Road,1300.0,3.0,69.0,3
Super built-up  Area,19-Apr,Yelahanka,1330.0,2.0,93.65,2
Super built-up  Area,Ready To Move,Kaggalipura,1210.0,2.0,65.0,3
Built-up  Area,Ready To Move,Chikkalasandra,1350.0,2.0,54.2,3
Super built-up  Area,Ready To Move,Kaval Byrasandra,1900.0,2.0,65.0,3
Super built-up  Area,Ready To Move,Ambedkar Nagar,1935.0,4.0,125.0,3
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,1410.0,3.0,90.0,3
Super built-up  Area,Ready To Move,Narayanapura,1469.0,2.0,99.14,2
Super built-up  Area,Ready To Move,Varthur,986.0,2.0,30.0,2
Super built-up  Area,Ready To Move,RBI Layout,1460.0,2.0,87.0,3
Super built-up  Area,19-Jan,Chandra Layout,1260.0,2.0,85.05,3
Super built-up  Area,Ready To Move,Chandapura,1345.0,2.0,39.5,3
Super built-up  Area,Ready To Move,Panathur,980.0,2.0,57.0,2
Built-up  Area,Ready To Move,Kudlu Gate,1164.0,2.0,75.0,2
Super built-up  Area,Ready To Move,Subramanyapura,929.0,1.0,51.0,2
Built-up  Area,Ready To Move,Kundalahalli,1065.0,2.0,70.0,2
Super built-up  Area,20-Jun,Budigere,1172.0,2.0,56.725,2
Super built-up  Area,Ready To Move,Lakshmiamma Garden,3000.0,3.0,265.0,3
Super built-up  Area,18-Apr,Electronic City,1020.0,2.0,30.27,2
Super built-up  Area,Ready To Move,Gunjur,1362.0,3.0,62.63,3
Super built-up  Area,Ready To Move,Yeshwanthpur,672.0,1.0,36.85,1
Super built-up  Area,Ready To Move,Brookefield,1746.0,3.0,115.0,3
Built-up  Area,18-Dec,Electronic City,1025.0,2.0,29.6,2
Super built-up  Area,Ready To Move,Harlur,1532.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Guni Agrahara,1200.0,2.0,120.0,3
Super built-up  Area,Ready To Move,Ganga Nagar,1250.0,2.0,65.0,2
Super built-up  Area,Ready To Move,Thanisandra,1188.0,2.0,39.0,2
Built-up  Area,19-Oct,Whitefield,3565.0,4.0,218.0,4
Super built-up  Area,19-Jan,Marathahalli,1170.0,2.0,85.0,2
Super built-up  Area,Ready To Move,BEL Road,1800.0,3.0,150.0,3
Plot  Area,Ready To Move,Madavara,1000.0,2.0,35.0,2
Plot  Area,Ready To Move,Cooke Town,2600.0,3.0,375.0,3
Plot  Area,Ready To Move,Nagarbhavi,1200.0,4.0,240.0,5
Super built-up  Area,Ready To Move,Kasturi Nagar,2507.0,4.0,155.0,4
Super built-up  Area,Ready To Move,Babusapalaya,1061.0,2.0,34.0,2
Super built-up  Area,Ready To Move,KR Puram,1290.0,2.0,69.0,2
Super built-up  Area,Ready To Move,Sarjapur,1200.0,2.0,42.6,2
Super built-up  Area,18-May,Bharathi Nagar,1120.0,2.0,39.29,2
Super built-up  Area,Ready To Move,Electronic City,418.0,1.0,12.0,1
Super built-up  Area,Ready To Move,Sarjapur,1333.0,3.0,50.0,3
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,119.0,3
Super built-up  Area,19-Dec,Thanisandra,747.0,1.0,34.355,1
Super built-up  Area,Ready To Move,Koramangala,1700.0,3.0,250.0,3
Super built-up  Area,19-May,Thanisandra,2030.0,4.0,125.0,3
Super built-up  Area,18-Mar,Balagere,1012.0,2.0,70.0,2
Carpet  Area,Ready To Move,Kudlu,1245.0,2.0,60.0,3
